,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,url,views,votes
595,hoyeemax,2020-07-10 18:01:00,2020-07-16 00:00:00,2020-07-10 21:22:00,Computers & Electronics,29.99,3,0.55,Best Buy,Peripherals & Accessories,Roav Bolt Smart USB Car Charger with Google Assistant,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/roav-bolt-smart-usb-car-charger-with-google-assistant-built-in/13961834,2014,3
596,abkdt41,2020-07-09 09:59:00,2020-07-31 00:00:00,2020-07-10 20:48:00,Home & Garden,9.99,55,0.8,Canadian Tire,Home Improvement & Tools,Buck Kingsman folding knife $9.99,https://www.canadiantire.ca/en/pdp/buck-kingsman-folding-knife-1757082p.html#srp,10579,19
597,flaming homer,2020-06-25 15:18:00,2020-07-29 00:00:00,2020-07-10 20:45:00,,,11,,Fido,Apparel,Fido Extra - 40% off PKG and 2 free masks,,4139,-3
598,CaptSmethwick,2020-07-07 06:01:00,,2020-07-10 19:50:00,,33.99,10,,Amazon.ca,Computers & Electronics,Yet another RavPower deal: 65W Charger GaN $33.99 after $5 coupon,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB086KXSK11%2Fref%3Dox_sc_mini_detail%3Fie%3DUTF8%26psc%3D1%26smid%3DA32BDIEK75ANF5&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2833,1
599,DoorCrasher,2020-07-01 08:29:00,2020-07-16 00:00:00,2020-07-10 19:27:00,Computers & Electronics,99.99,249,0.23078698361412414,Costco,Telecom,Ooma Telo Home phone service device $99.99,https://www.costco.ca/ooma-telo-home-phone-service-bundle.product.100138378.html,25751,25
600,AKACHOUCH,2020-07-09 15:29:00,,2020-07-10 19:14:00,Computers & Electronics,21.75,9,,Apple,Computers & Tablets/eReaders,Apple Original Memory Kit 2x4GB 2400MHZ DDR4 SO-DIMM PC4-19200 for IMAC 2017 $37,http://go.redirectingat.com?id=2927x594702&amp;xs=1&amp;url=https%3A%2F%2Feshop.macsales.com%2Fitem%2FApple%2F2417DDR4S08P%2F,1870,4
601,ShloT644836,2020-07-10 17:20:00,2020-07-10 00:00:00,2020-07-10 19:01:00,Computers & Electronics,29.99,4,0.33,Amazon.ca,Peripherals & Accessories,"Anker PowerCore II Slim 10000 Ultra Slim Power Bank for iPhone, Samsung Galaxy and More($30)",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FAnker-PowerCore-iPhone-Samsung-Galaxy%2Fdp%2FB071CD9N8J%2Fref%3Dgbps_tit_s-4_512c_523c34cb%3Fsmid%3DAREE309N4XPXI%26pf_rd_p%3D1977e9ab-0025-4776-b342-9f06b5be512c%26pf_rd_s%3Dslot-4%26pf_rd_t%3D701%26pf_rd_i%3Dgb_main%26pf_rd_m%3DA3DWYIK6Y9EEQB%26pf_rd_r%3DZJ9ZG5DP5QKWT2XJCA8W&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1961,0
602,SoldierZeroB,2020-07-09 08:21:00,,2020-07-10 18:55:00,Computers & Electronics,22.39,9,0.84,Playstation,Video Games,Deal of the Week - Dragon Ball Fighterz Ultimate Edition $22.39 - lowest price ever,https://store.playstation.com/en-ca/product/UP0700-CUSA09072_00-DBFULTIMATEED001,2206,8
603,sixteen12,2020-06-23 09:16:00,2020-06-28 00:00:00,2020-07-10 17:57:00,Home & Garden,139.99,95,0.26317174588136216,Costco,Home Improvement & Tools,[COSTCO} Water Ridge One Piece Toilet $50 Off $139.99 in Store,,16902,10
604,neostrider,2020-06-20 13:48:00,,2020-07-10 17:50:00,Computers & Electronics,19.96,92,,Walmart,Video Games,Nintendo Labo Vehicle or VR Kit - $19.96,,29195,75
605,lleb13,2020-06-01 09:07:00,,2020-07-10 17:39:00,Computers & Electronics,250.0,262,0.375,Walmart,Peripherals & Accessories,[250 or 350$] Netgear Orbi Mesh wifi,,49774,37
606,Googliya,2020-07-10 14:55:00,,2020-07-10 17:39:00,Sports & Fitness,199.99,11,,Costco,Other,"Mongoose BMX bike, 24 inch $199.99",https://www.costco.ca/mongoose-weiss-61-cm-(24-in.)-bmx-bike.product.100536216.html,3820,1
607,Alligatorclip,2020-06-14 10:00:00,,2020-07-10 17:34:00,Computers & Electronics,699.0,158,,Staples,Computers & Tablets/eReaders,"$699 Lenovo IdeaPad 3 81W40015CF 15.6-inch Notebook, 2.6 GHz AMD Ryzen 5 4500U, 256 GB SSD, 8 GB",https://staplescanada.4u8mqw.net/c/341376/755401/10903?u=https://www.staples.ca/products/2974876-en-lenovo-ideapad-3-81w40015cf-156-inch-notebook-26-ghz-amd-ryzen-5-4500u-256-gb-ssd-8-gb-ddr4-windows-10-home?utm_medium=affiliate&amp;utm_source=341376-RedFlagDeals&amp;utm_campaign=&amp;utm_content=755401-Staples%20Canada%20-%20Deeplink&amp;irgwc=1&amp;clickid=zFh0LY3%3AaxyOWFH0MdV3iVCmUki3c5Sq3zmnU40,43575,25
608,mystery,2020-06-06 22:50:00,,2020-07-10 17:20:00,,39.99,105,0.42863266180882975,Costco,Computers & Electronics,Logitech M720 wireless bluetooth mouse $39.99,,32071,14
609,harold_callahan,2020-07-05 07:56:00,,2020-07-10 17:12:00,Computers & Electronics,147.99,51,0.26,Amazon.ca,Peripherals & Accessories,Samsung LS27F350FHNXZA 27-inch Screen LED-Lit Monitor | 26% Off | $147.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB01F9UBT5K&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,13443,12
610,stang,2020-07-10 00:07:00,,2020-07-10 16:49:00,,2.99,13,,Amazon.ca,Groceries,"Lavazza Bricks: Espresso Crema E Gusto & Rossa, 250g - $2.99",,3946,20
611,Raptors,2020-07-10 11:11:00,,2020-07-10 16:43:00,,99.99,9,,Canadian Tire,Sports & Fitness,...,http://...,2434,-3
612,mc hammer,2020-07-07 10:34:00,2020-08-03 00:00:00,2020-07-10 16:15:00,Home & Garden,3.0,20,,PetSmart,Pets,Wellness Canned Cat Food 12oz. $18 for 6 cans,https://www.petsmart.ca/cat/food-and-treats/wet-food/wellness-complete-health-cat-food---natural-grain-free-25941.html?cgid=200170,2435,14
613,happiy,2020-07-08 12:31:00,2020-07-10 00:00:00,2020-07-10 15:42:00,,50.0,23,0.55,Linksynergy,Sports & Fitness,"55% off except Arc'teryx, Patagonia, Canada Goose; Free ship 50$",http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=42558&amp;murl=https%3A%2F%2Fwww.thelasthunt.com%2F&amp;u1=rfdcb,9952,14
614,yellman,2020-07-10 08:58:00,,2020-07-10 15:35:00,Apparel,,34,,,Men's Apparel,Harry Rosen up to 70% off,,6924,0
615,SecretSnowNinja,2020-07-10 07:52:00,2020-07-16 00:00:00,2020-07-10 15:33:00,Automotive,,14,0.15,Canadian Tire,Auto Parts & Accessories,15% off Chemical Guys Products - Canadian Tire,https://www.canadiantire.ca/en/chemical-guys.html,2344,5
616,yamanote,2020-06-09 16:06:00,,2020-07-10 15:30:00,Computers & Electronics,,165,,Fido,Telecom,5GB Data Bonus for 24 Months (YMMV),,43406,78
617,shanty9,2020-07-10 07:58:00,,2020-07-10 15:09:00,,22.94,5,0.67,Amazon.ca,Computers & Electronics,"AXLOIE Wireless Earbuds, Sport Headphones True Wireless Bluetooth Earphones 5.0 $22.94 - (regular $69.9)9",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07Y7SPHLB%2Fref%3Dcm_sw_r_cp_apa_i_PnfcFb0TGPSC3&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2607,3
618,frugalcanuck,2020-07-10 01:55:00,,2020-07-10 14:50:00,,69.99,6,,Amazon.ca,Computers & Electronics,Amazon Echo (3rd Gen) $69.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fall-new-Echo%2Fdp%2FB07P64NDGG%2Fref%3Dsr_1_2%3Fcrid%3D1VRDVQ8JXQ2BV%26dchild%3D1%26keywords%3Decho%2Bdot%2B3rd%2Bgeneration%26qid%3D1594359407%26sprefix%3Decho%252Caps%252C210%26sr%3D8-2&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1853,6
619,Capindy,2020-07-10 14:18:00,2020-07-10 00:00:00,2020-07-10 14:43:00,Computers & Electronics,400.0,1,0.4,Elac,Home Theatre & Audio,(COLD deal)ELAC Discovery Z3 Wireless Zone Speaker 400$,https://www.elac.com/series/discovery/ds-z31w-g/,794,1
620,immad01,2020-07-10 10:30:00,2020-07-16 00:00:00,2020-07-10 14:40:00,,14.99,11,,Canadian Tire,Home & Garden,"Feit Electric LED Shop Light 1850 Lumens and 4000K, 4-ft for $14.99",https://www.canadiantire.ca/en/pdp/feit-electric-led-shop-light-4-ft-1522598p.html,2491,4
621,chongb,2020-07-10 11:05:00,,2020-07-10 14:22:00,Computers & Electronics,599.0,9,,Dell,Computers & Tablets/eReaders,"Inspiron Desktop [i5-9400] 8GB ram , 256GB M.2 PCIe NVMe SSD + 1TB SATA HD $599 ($539 w Unidays) (8% Rakuten ~$496)",http://www.dpbolvw.net/click-749547-12105225?url=https%3A%2F%2Fdeals.dell.com%2Fen-ca%2Fproductdetail%2F4zar&amp;sid=rfdcb,2681,6
622,DykeLuca647,2020-07-09 09:38:00,,2020-07-10 14:17:00,Computers & Electronics,44.98,55,,Facebook,Telecom,Special Internet Plan 150 M for $44.98/m for Carrytel Customer,https://www.facebook.com/CanNetTelecom/posts/1334658406925408,6323,-11
623,slayerwulf,2020-06-20 18:27:00,,2020-07-10 14:07:00,Computers & Electronics,10.0,37,,,Cell Phones,Videotron *Ottawa Only* $10 off permanent bill credit,,7675,10
624,bst,2020-06-27 21:55:00,2020-06-28 00:00:00,2020-07-10 13:54:00,Home & Garden,584.0,60,,Samsung,Appliances,[ON Only] Samsung Front Load Washer & Dryer (Stainless Platinum) $584 each,,14155,-17
625,whysignup,2020-06-27 17:07:00,,2020-07-10 13:53:00,Computers & Electronics,40.0,82,0.8,Fido,Cell Phones,"7 GB FOR $40/mo for 12 months - BYOD - NO CONTRACT (Existing customers only, YMMV)",http://www.fido.ca/add-a-line/phone-plans,35651,-6
626,aaalison,2020-07-10 13:24:00,,2020-07-10 13:24:00,,49.0,0,,,Kids & Babies,Sandig toy ice cream set 49¢,,980,1
627,SoldierZeroB,2020-07-10 11:56:00,,2020-07-10 13:19:00,Computers & Electronics,,4,,,Video Games,Fallout 76 just added,,1264,7
628,anshen,2020-07-05 10:16:00,,2020-07-10 13:08:00,Beauty & Wellness,389.0,46,,Wellwise,Beauty Supplies & Personal Care,SoClean 2 CPAP Cleaning System Plus 20X PC Points,https://www.wellwise.ca/en-ca/products/soclean-2-cleaning-system,6796,0
629,anshen,2020-07-05 10:16:00,,2020-07-10 13:08:00,Beauty & Wellness,389.0,46,,Wellwise,Beauty Supplies & Personal Care,SoClean 2 CPAP Cleaning System Plus 20X PC Points,https://www.wellwise.ca/en-ca/products/soclean-2-cleaning-system,6798,0
630,ffonly,2020-01-20 14:38:00,2020-03-01 00:00:00,2020-07-10 13:03:00,Financial Services,,108,,CIBC,Credit Cards,CIBC AEROGOLD VISA FOR BUSINESS 35000 MILES (FIRST YEAR FREE REBATE),https://www.cibc.com/en/business/credit-cards/aerogold-visa.html,48631,2
631,zzricezz,2020-07-10 08:26:00,,2020-07-10 13:00:00,,12.99,10,,Canada Computers,Computers & Electronics,Kingston Canvas React microSDXC 64gb or 32gb,https://www.canadacomputers.com/product_info.php?cPath=11_175_177&amp;item_id=123710,1456,-2
632,oujifye,2020-06-19 04:11:00,,2020-07-10 12:48:00,Home & Garden,98.0,72,0.5,Home Depot,Home Improvement & Tools,Ridgid 3-Pack 4.0Ah batteries $98,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ridgid-18v-4-0ah-hyper-lithium-ion-battery-pack-3-pack-/1001168941,15637,30
633,disber,2020-07-09 11:26:00,2020-07-12 00:00:00,2020-07-10 12:42:00,Computers & Electronics,399.99,20,0.2000040000800016,The Source,Computers & Tablets/eReaders,"Acer Aspire A315-54K-37RE 15.6” Laptop with Intel® i3-6006U, 256GB SSD, 8GB RAM & Windows 10 - $399",http://www.jdoqocy.com/click-749547-10797598?url=https%3A%2F%2Fwww.thesource.ca%2Fen-ca%2Fcomputers-tablets%2Flaptops%2Fall-laptops%2Facer-aspire-a315-54k-37re-15-6%25e2%2580%259d-laptop-with-intel%25c2%25ae-i3-6006u%252c-256gb-ssd%252c-8gb-ram-windows-10-s%2Fp%2F108088717&amp;sid=rfdcb,4566,-1
634,Kleftiko,2020-06-22 16:16:00,,2020-07-10 12:11:00,,4.0,108,,Dollarama,Apparel,T-Shirts - Official Sony Playstation - $4 - Wpg - YMMV,,30477,49
635,immad01,2020-05-14 10:43:00,,2020-07-10 11:46:00,Home & Garden,99.0,65,,Lowe's,Home Improvement & Tools,Kobalt 7 1/4-in 10 Amp Single-Bevel Sliding Compound Mitre Saw with Laser Marker (SM1815LW) for $99.00,http://www.dpbolvw.net/click-749547-11662090?url=https%3A%2F%2Fwww.lowes.ca%2Fproduct%2Fmitre-saws%2Fkobalt-7-14-in-10-amp-single-bevel-sliding-compound-mitre-saw-with-laser-marker-sm1815lw-857240&amp;sid=rfdcb,18539,16
636,immad01,2020-07-06 11:43:00,2020-07-19 00:00:00,2020-07-10 11:23:00,,30.0,32,,Princess Auto,Home & Garden,Auto-Spooling Garden Hose Cart (holds 130 ft) for $30 or Suncast Hose Reel with Brass Connection (holds 225 ft) for $50,https://www.princessauto.com/en/detail/hose-reel-with-brass-connection/A-p8938086e,8488,7
637,Carlosf1,2020-07-09 13:40:00,,2020-07-10 11:12:00,Entertainment,,1,1.0,Amazon.ca,"Books, Music, Movies, Magazines",Copycat Recipes: 2 Manuscripts in 1 book-  Copycat Cookbook and Keto Copycat free on Amazon Kindle (i,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FCopycat-Recipes-Manuscripts-Restaurants-Ketogenic-ebook%2Fdp%2FB08BY3CB4B%2F&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1024,8
638,slimysnot,2020-06-23 10:32:00,2020-07-10 00:00:00,2020-07-10 11:05:00,,,27,,Banana Republic,Apparel,"60% off sale items, 20% giftcard",https://gap.dodxnr.net/c/341376/821949/10311?u=http%3A%2F%2Fbananarepublic.gapcanada.ca,7114,10
639,theprocess,2020-06-25 09:13:00,,2020-07-10 10:31:00,,79.99,41,,Best Buy,Computers & Electronics,Google Nest Hub $79.99,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/google-nest-hub-with-google-assistant-charcoal/13505421,10374,26
640,oberoisarab,2020-06-24 00:18:00,,2020-07-10 08:52:00,,299.99,151,0.0909118458135095,Staples,Computers & Electronics,Apple AirPods Pro @ 299.99,https://staplescanada.4u8mqw.net/c/341376/755401/10903?u=https://www.staples.ca/products/2964395-en-apple-airpods-pro,40720,20
641,Rogues2017,2020-07-09 10:03:00,,2020-07-10 07:50:00,,14.99,19,,Costco,Computers & Electronics,Charging essentials USB/AC charging outlet 2 pack for 14.99$,https://www.costco.ca/charging-essentials-usbac-wall-charging-outlets%2C-2-pack-.product.100522655.html,4513,5
642,Freebush,2020-07-10 07:33:00,2020-07-16 00:00:00,2020-07-10 07:48:00,,139.99,2,0.10828715204790114,Newegg,Computers & Electronics,Team T-FORCE VULCAN Z 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) $139.99 $7.99 shipping,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=44589&amp;murl=https%3A%2F%2Fwww.newegg.ca%2Fteam-32gb-288-pin-ddr4-sdram%2Fp%2FN82E16820331356%3Fitem%3DN82E16820331356&amp;u1=rfdcb,901,5
643,Hartia0,2020-07-09 08:59:00,2020-07-23 00:00:00,2020-07-10 03:38:00,Computers & Electronics,,9,,Sony Online Entertainment,Video Games,[PSN] Playstation - July Savings,https://store.playstation.com/en-ca/grid/STORE-MSF77008-JULYSAVINGS/1,5006,11
644,haites,2020-07-07 11:22:00,,2020-07-10 01:38:00,,54.85,4,,Amazon,Sports & Fitness,"CAP Barbell 2-Inch Olympic Grip Plate. 35lb, $54.85",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Faw%2Fd%2FB01B262O3Q%3Fref%3Dppx_pt2_mob_b_prod_image%26th%3D1%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1986,-1
645,CrackTheDeal,2020-07-09 18:59:00,,2020-07-09 23:33:00,,1.49,5,,Apple,Computers & Electronics,Bridge Constructor Portal (iOS Game App) for $1.49,https://apps.apple.com/ca/app/bridge-constructor-portal/id1311353234,1784,4
646,theprocess,2020-07-03 03:18:00,,2020-07-09 23:06:00,,,129,,Burton,Sports & Fitness,Burton Snowboard Summer Sale July 3-6 up to 60% off,https://www.burton.com/ca/en/c/sale-gear,25011,65
647,Rob_EV,2020-07-07 11:30:00,,2020-07-09 22:19:00,Home & Garden,119.0,26,0.33519553072625696,Home Depot,Home Improvement & Tools,BC Fasteners / Home Depot - Milwaukee M12 Fuel Hackzall (Bare Tool) w FS - $119,https://bcfasteners.com/shop/milwaukee-2520-20-m12-fuel-hackzall-recip-saw/,4604,13
648,francisranger,2020-07-07 11:46:00,,2020-07-09 22:15:00,Beauty & Wellness,69.5,11,0.5,Amazon.ca,Beauty Supplies & Personal Care,"Clarisonic Mia Brush Device | 50% OFF | $69,50",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FClarisonic-Cleansing-Removes-Smoother-Reduction%2Fdp%2FB07RKHZSJ3%2Fref%3Dsr_1_8%3Fcrid%3D2LM6DH78FAVTP%26dchild%3D1%26keywords%3Dclarisonic%26qid%3D1594136394%26sprefix%3DClarisonic%252Caps%252C168%26sr%3D8-8&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,4864,9
649,Marchsiun,2020-07-05 11:23:00,,2020-07-09 22:04:00,,14.99,48,,Home Depot,Home & Garden,Thermacell area repellent,,16480,7
650,XxXSnake23XxX,2020-07-09 16:42:00,,2020-07-09 22:00:00,Computers & Electronics,19.96,4,,Walmart,Video Games,NHL 20 [PS4|XBOX ONE] $19.96,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2F6000200006654%3Fcmpid%3Daffiliate_rakuten_en_none_none%26utm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Daffiliate_rakuten_en_none_none%26utm_content%3D10%26siteID%3DTnL5HPStwNw-wFX5Ot6cLspXBGD5YNYlOQ%26wmlspartner%3DTnL5HPStwNw&amp;u1=rfdcb,1581,1
651,Stoncs,2020-05-11 19:20:00,2020-05-31 00:00:00,2020-07-09 21:36:00,Apparel,18.89,259,0.4,Tkqlhce,Men's Apparel,SAXX underwear 40% off sale starting at $18.89,http://www.tkqlhce.com/click-749547-13802030?url=https%3A%2F%2Fwww.saxxunderwear.ca%2Fcollections%2Fsale&amp;sid=rfdcb,72777,134
652,RandomGuy22,2020-07-03 20:31:00,,2020-07-09 20:46:00,,478.69,54,,Amazon.ca,Computers & Electronics,XFX RX 5700 XT Triple Dissipation Graphics Card - $478.69,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FXFX-Triple-Dissipation-Graphics-RX-57XT83LD8%2Fdp%2FB087J3KM2X%2Fref%3Dzg_bs_677243011_9%3F_encoding%3DUTF8%26psc%3D1%26refRID%3DYW5H277MZC648TCRSPV2&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,10805,20
653,RainDown,2020-07-06 11:52:00,,2020-07-09 20:44:00,Computers & Electronics,62.59,46,0.22,Cdkeys,Video Games,Cyberpunk 2077 PC Pre-order $62.59 Digital Download ~22% off,https://www.cdkeys.com/pc/games/cyberpunk-2077-gog-pc,7478,-5
654,harjot89,2020-07-04 20:53:00,,2020-07-09 20:01:00,Automotive,39.9,38,0.42,Amazon.ca,Auto Parts & Accessories,Dual Dash Cam Front and Rear 3 Inches FHD Cars Dashboard- $39.90 ($30 off),http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07VD47GX8%2Fref%3Dppx_yo_dt_b_asin_title_o00_s00%3Fie%3DUTF8%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,10971,0
655,ben2003,2020-07-05 18:22:00,,2020-07-09 19:45:00,Home & Garden,459.99,24,,Costco,Home Improvement & Tools,"Toto bidet - $459.99 (in-store, ymmv)",,7236,3
656,scott_newsgroup,2020-07-09 16:55:00,,2020-07-09 19:44:00,Computers & Electronics,19.49,4,,Nintendo,Video Games,Nintendo Switch - FIFA 2020 $19.49,https://www.nintendo.com/en_CA/games/detail/ea-sports-fifa-20-nintendo-switch-legacy-edition-switch/,1754,-1
657,oj777,2020-07-02 22:10:00,,2020-07-09 19:01:00,,,34,,Walmart,Home & Garden,Get 2 Glade Air Freshener Kits for FREE-0.43 Cents (depending on provincial sales tax) after Checkout 51 Cashback!,,10816,34
658,jDubz2071,2020-07-09 10:42:00,2020-07-10 00:00:00,2020-07-09 18:55:00,,79.99,3,0.12089240575887461,Amazon.ca,Computers & Electronics,Razer Death Adder V2,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB082G5SPR5%2F%3Fcoliid%3DI30DKDYHDM9XDO%26colid%3D2LV8N4NOJ14AV%26psc%3D1%26ref_%3Dlv_ov_lig_dp_it&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2297,-3
659,wudtsilake,2020-06-08 19:55:00,,2020-07-09 18:07:00,Financial Services,2.5,30,,CIBC,Banking & Investing,CIBC eAdvantage Savings Account 2.5% Interest,https://www.cibc.com/en/special-offers/fall-savings-promotion.html?utrc=S232:100&amp;&amp;gclid=Cj0KCQjww_f2BRC-ARIsAP3zarHbJuqlnBGXB6-0mrM_Tzd1Czx_BaRtS1bVnFgEEryuOJcjbZldnf4aAgraEALw_wcB&amp;gclsrc=aw.ds,10364,15
660,Terabithia,2020-07-08 19:18:00,,2020-07-09 17:57:00,Computers & Electronics,19.99,3,0.3,Amazon.ca,Home Theatre & Audio,"Skullcandy Jib+ Wireless Earbuds, Red (S2JPW-M010) $19.99",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07RV9DWDW%2Fref%3Dcm_sw_r_cp_taa_QcLbFbPF1RVFG&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2561,3
661,doomsdayjohn,2020-07-08 11:16:00,,2020-07-09 17:27:00,Computers & Electronics,53.99,5,,Fastchargedocks,Cell Phones,Wireless LED Dock $40 OFF Plus Extra 10% OFF with Discount Code,https://fastchargedocks.com/,1523,-2
662,ArtP26,2020-07-04 16:33:00,,2020-07-09 17:22:00,,,37,,,Groceries,Lindt Chocolate Sale 80% off,,14745,-6
663,CrackTheDeal,2020-07-09 08:38:00,,2020-07-09 16:59:00,,1.1,3,0.95,STEAM,Computers & Electronics,Sonic Generations Collection + Casino Night DLC (PC Digital Download) for $1.10,https://store.steampowered.com/app/71340/Sonic_Generations_Collection/,1139,10
664,nawazz,2020-07-08 21:44:00,,2020-07-09 16:29:00,Sports & Fitness,149.99,25,,Costco,Equipment,Costco Gym Benches 149.99-499.99 -IN STOCK,https://www.costco.ca/strength-core-training.html,8237,4
665,immad01,2020-05-02 23:25:00,,2020-07-09 16:27:00,,99.99,140,,Costco,Computers & Electronics,"Microsoft 365 Family 15-month Subscription, Digital Download for $99.99",https://www.costco.ca/microsoft-365-family-15-month-subscription%2c-digital-download.product.100657668.html,32531,71
666,Cheapo-Findo,2020-07-08 12:45:00,2020-07-14 00:00:00,2020-07-09 16:01:00,,,15,,Papa John's Pizza,Restaurants,PAPAJOHNS BOGO Deal (YMMV) Members Only!,http://www.papajohns.com/,2623,-6
667,Vovchyk,2020-07-04 18:47:00,,2020-07-09 15:39:00,Restaurants,30.0,10,0.3333333333333333,Lindt,Coffee & Desserts,Lindt.100 Truffles for 30$ back,https://shop.lindt.ca/collections/picknmix,5077,9
668,bigjee,2020-06-30 22:32:00,2020-07-06 00:00:00,2020-07-09 14:58:00,Entertainment,59.99,112,0.25,Formula1,Events & Attractions,"25% Off F1 TV PRO annual subscription - Formula 1 Racing (Live races, replays and other features)",https://www.formula1.com/en/subscribe-to-f1-tv.html#en-CA,9776,36
669,sprung,2020-07-08 06:08:00,,2020-07-09 14:09:00,Travel,10.0,25,,Gotransit,Rail & Bus,$10 GO Transit unlimited Sundays are back!,https://www.gotransit.com/en/travelling-with-us/promotions-and-events,3646,7
670,-KILO-,2020-07-07 21:07:00,,2020-07-09 14:04:00,Home & Garden,49.0,6,0.5,Home Depot,Home Improvement & Tools,YMMV - $49 DeWalt DCL050 20V light + more - Ancaster,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/dewalt-20v-max-lithium-ion-cordless-led-hand-held-area-light-tool-only-/1001010418,2597,3
671,WCDave,2020-06-15 12:12:00,,2020-07-09 13:21:00,Sports & Fitness,506.77,24,,Amazon.ca,Equipment,Sunny Water Rowing Machine - $506.77,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FSunny-Health-Fitness-Machine-Resistance%2Fdp%2FB075MB7DM8%2Fref%3Dsr_1_1%3Fdchild%3D1%26keywords%3Dsunny%2Bwater%2Brower%26qid%3D1592236967%26sr%3D8-1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,6913,2
672,jacdelivery,2020-07-07 14:55:00,,2020-07-09 13:16:00,Travel,729.0,23,,Apple,Other,Refurbished iPad Pro 11” 64gb $729,http://go.redirectingat.com?id=2927x594702&amp;xs=1&amp;url=https%3A%2F%2Fwww.apple.com%2Fca%2Fshop%2Frefurbished%2Fipad%2Fipad-pro-11,9247,5
673,Butterbeerman,2020-07-07 00:31:00,2020-07-09 00:00:00,2020-07-09 12:38:00,,149.99,17,,Canadian Tire,Home & Garden,Mastercraft 3 Gallon Hot Dog Compressor & 2-in-1 Nailer Kit,https://www.canadiantire.ca/en/pdp/mastercraft-3-gallon-hot-dog-compressor-2-in-1-nailer-kit-2999010p.html,4814,9
674,hiker007,2020-07-08 22:43:00,,2020-07-09 12:18:00,,649.0,10,,The-Home-Depot-Ca,Home & Garden,Weber Spirit E-315 3-Burner Propane Gas BBQ $649,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/weber-spirit-e-315-3-burner-propane-gas-bbq-in-black/1001543365,2559,-4
