,id,box
21341,df5374203b122274,0.26 0.00 0.78 0.55
22627,b116da458597471b,0.07 0.23 0.99 0.76
26120,657c2176d12fba1f,0.08 0.13 0.89 0.96
1088,2a5cf90fc472b84d,0.54 0.33 0.77 1.00
27084,2ce3911291768e5b,0.06 0.65 0.94 0.99
5139,7800e9ff1ff1aeab,0.03 0.00 0.76 1.00
9694,746bb554cd6a6998,0.17 0.00 0.45 1.00
24434,2acf55909be47c25,0.09 0.35 0.75 0.78
29312,6026226d4ec2fb42,0.08 0.00 1.00 1.00
21080,3069d8db1be9e82e,0.02 0.31 0.83 0.66
28023,2bb60b779fa6db0f,0.02 0.27 0.76 0.77
27892,2d31987443804e52,0.00 0.05 0.62 0.72
12606,2a87866cf4e0cbcd,0.08 0.25 0.87 0.85
15816,7ca7109f21cad3b7,0.00 0.00 0.94 0.86
22787,2e29a18ea6d107dc,0.14 0.00 1.00 0.95
21238,2b6d340228e2f337,0.00 0.00 0.96 1.00
24150,f24c1d0626ad4de9,0.00 0.00 1.00 1.00
12983,b61f129aa2418b06,0.08 0.00 0.85 0.89
20492,2b4bc1a6a23ec1ff,0.12 0.00 0.57 1.00
14203,9d04a1754ec478fa,0.03 0.07 0.98 0.82
30443,2aee274d18cd176f,0.17 0.00 1.00 1.00
20725,7824d24dd8b42e19,0.11 0.48 0.86 0.57
31350,609e027602e59df7,0.00 0.00 0.42 0.40
6271,2e66ea82e43a7b94,0.04 0.12 0.93 0.86
30341,2cfc885d9f4a2d3f,0.12 0.00 0.58 1.00
18358,fde11700d7783ad8,0.09 0.21 0.58 0.93
13097,6178c97a49612b42,0.12 0.37 0.64 1.00
29599,2a0c099dfdefcd97,0.00 0.00 1.00 0.96
10336,2cd62181b852fe88,0.12 0.32 0.83 0.93
10373,79eff1f9e01012d2,0.01 0.25 0.87 0.77
16975,2da5594ee678a0f2,0.27 0.00 0.61 1.00
3672,2a77ce22a339756a,0.08 0.04 0.66 1.00
52,745622438128ae3f,0.17 0.00 1.00 1.00
28314,2d68336c7100e5f5,0.00 0.00 0.89 1.00
13172,2a5ca22c1fa20758,0.31 0.20 0.53 0.60
22839,9eda285076d9c920,0.21 0.08 0.86 0.98
12212,740143fe11787241,0.39 0.13 0.52 0.82
17916,2cd00c1f03991e69,0.00 0.00 0.82 1.00
25176,fe3e93e1ff5924d6,0.00 0.37 1.00 0.68
13371,2a4a9ab6e300ece9,0.00 0.00 0.65 0.97
22500,2d585ddce70a2ddf,0.00 0.00 1.00 1.00
17864,4af49adfece5d268,0.00 0.00 0.67 1.00
13048,2c5852cd3798ad26,0.31 0.27 0.86 1.00
15839,497888923d2a2080,0.00 0.00 0.79 1.00
4947,2edb878d2e7d11ed,0.00 0.00 0.43 1.00
1079,60f12a90a3070b46,0.03 0.00 0.63 1.00
31864,605ad6311e8c9558,0.01 0.00 0.74 1.00
9404,31cc120157c0083b,0.28 0.21 0.65 0.63
20391,2ca9077cf1592637,0.00 0.00 0.73 1.00
10066,2ab30ca04443a580,0.00 0.35 1.00 1.00
23909,7b99ee74f7f44b92,0.10 0.13 0.79 0.80
7482,2e2d5d110f2d9414,0.03 0.16 0.50 1.00
2018,4e4da8708f1e8303,0.10 0.00 1.00 1.00
9124,4984ad437ca60779,0.01 0.26 0.86 1.00
13609,2dd769f1df3dd599,0.00 0.00 1.00 1.00
15926,9cbda9f44033c039,0.77 0.60 0.96 0.86
3423,2c02efaa8d99235f,0.00 0.00 1.00 1.00
20708,ffbf05fadbc02d18,0.28 0.00 0.80 0.61
27744,7987bfe03b215754,0.26 0.00 1.00 1.00
4499,2dbd6e8fc5405dd7,0.34 0.00 1.00 1.00
11348,333fd66d8042f37e,0.53 0.00 1.00 1.00
18377,4e9d58f36993b1f4,0.40 0.00 1.00 1.00
10210,b345204b20935409,0.31 0.00 1.00 1.00
16128,65481fd2e99af663,0.06 0.07 1.00 0.94
6457,2d51881413831529,0.01 0.00 0.60 1.00
10313,7cde89d5542e7912,0.27 0.15 0.50 0.87
10536,2c08fd1709e897c6,0.29 0.00 0.65 0.91
17662,dfb3358777aa354b,0.00 0.00 1.00 1.00
12270,ae673cd3404baf0a,0.21 0.21 0.74 1.00
7750,ea30634e433fdc67,0.29 0.00 1.00 1.00
7906,2b6b6d0d823ea785,0.03 0.05 0.99 0.76
27669,de4205cb6d38fac1,0.01 0.23 0.66 1.00
16121,60af4db79227e828,0.00 0.03 0.93 1.00
1836,60b756e16daf015d,0.09 0.00 0.76 0.82
10599,313e902c2d685176,0.02 0.00 1.00 0.97
7311,61227038381c99a4,0.00 0.00 0.61 1.00
28909,6124ea3fbdbf1719,0.47 0.05 0.86 0.99
7918,63d8ee069cfa9572,0.00 0.37 0.50 0.60
14802,4e6eab234edad369,0.00 0.00 1.00 1.00
24290,ebb7252e1721e76f,0.00 0.00 0.95 1.00
25950,2ce19e8c30c408bd,0.00 0.00 1.00 0.90
6159,aaabc115e0277fdf,0.00 0.00 0.89 1.00
13436,65972d21e989b296,0.05 0.00 1.00 1.00
29325,49b33ac92678b71a,0.11 0.18 0.93 0.88
8749,2c14173b1a1b5232,0.00 0.34 1.00 1.00
12463,7a6559609ff823d0,0.14 0.08 1.00 1.00
3841,7d07de67975a3d20,0.05 0.00 0.96 1.00
8610,ae454e1fcf17577e,0.04 0.00 0.97 1.00
2543,60618e0959b4a85e,0.00 0.00 0.87 1.00
13124,4a94ac0d920d45e7,0.00 0.00 0.69 0.33
10137,b05c972c8387929b,0.25 0.00 1.00 0.71
7287,b8afe8a1f9a41387,0.00 0.00 0.86 1.00
1290,2e30ce84b3e806bf,0.05 0.00 0.95 1.00
10033,2a1b422e8b2f9f33,0.34 0.00 0.66 1.00
16450,2c44e4780d7d32a1,0.18 0.00 0.50 0.34
21227,df8868828c3cef64,0.05 0.15 1.00 0.89
15987,fe3d3a93cbe7781c,0.32 0.00 0.51 1.00
6239,b526de9d3bddab0e,0.00 0.07 0.42 0.73
6974,7798a40330041ce9,0.42 0.10 1.00 1.00
13327,61ed3faa75a4a2be,0.00 0.00 0.69 0.76
21472,2af8f18e7be04163,0.12 0.00 0.55 1.00
17892,7b346f843e3c51a4,0.07 0.02 1.00 0.90
1216,6453dae6bad75d25,0.41 0.21 0.68 1.00
19773,f363239cdf239a8a,0.00 0.00 0.34 0.36
18893,2d280a633a7f580c,0.05 0.11 0.68 0.92
24928,2a6547fab9235358,0.03 0.00 0.82 1.00
7981,60644a598f700cc2,0.10 0.00 0.86 1.00
13264,4d784606cb01b786,0.18 0.16 0.75 1.00
12427,2c3c92a9eb722cd4,0.21 0.00 0.74 0.94
6950,5175866343a32c15,0.17 0.00 0.54 1.00
3635,2d18068446f2ab74,0.00 0.00 1.00 1.00
32143,2bbd6573176cb2b7,0.00 0.20 0.85 0.72
16287,60851183b90a1118,0.19 0.12 1.00 1.00
11121,2bc4e4475190f878,0.00 0.00 1.00 1.00
15133,2a0ac8ba6edf02b3,0.08 0.00 0.36 0.67
11113,2c946e161fccf6cf,0.01 0.00 1.00 1.00
30104,62629e1f1e7604f5,0.26 0.40 0.79 0.66
15733,b830b7445db6da43,0.13 0.08 0.93 1.00
14586,2cc028dd76934c47,0.14 0.27 0.65 0.70
17417,f45d4a4a2db5ae6b,0.19 0.00 0.53 1.00
9879,9f78cf66159e8238,0.00 0.21 0.85 0.79
15898,75bbb6c88dd7c91b,0.04 0.22 0.83 1.00
24351,2b2477f83e949685,0.11 0.00 0.83 0.79
4744,7a9065d3e57bccf1,0.06 0.21 0.90 0.73
18541,7753965bbc4a902e,0.15 0.03 0.86 0.86
455,73c7d588e10afd8b,0.00 0.00 1.00 0.79
5508,31f7a4f3973f1cce,0.07 0.00 1.00 1.00
10822,b15c764cfd7ef98f,0.04 0.19 1.00 0.73
25075,2a47eee805e81d79,0.20 0.00 1.00 1.00
28800,2b680e3cf6309242,0.26 0.16 0.79 0.78
15169,2a850093fdbf15d7,0.13 0.00 0.86 1.00
18892,ef0d63ac99c6edbf,0.00 0.16 1.00 1.00
22800,4f90392cfe15c86a,0.00 0.00 0.84 1.00
31793,335434e9e3bb6fd4,0.00 0.00 0.72 1.00
4665,5a7ffe0a447067a0,0.12 0.00 0.89 1.00
12203,319deb9ea436d109,0.07 0.00 0.64 1.00
31402,72e96158e9506c73,0.11 0.14 0.63 1.00
17881,303416c7889fe8dd,0.00 0.35 0.71 1.00
16174,788e3ef1a8f63b3c,0.24 0.30 0.67 0.95
2591,fe40ee71aa2f46fe,0.04 0.13 0.69 1.00
12877,5b08f3b23df82fda,0.33 0.25 0.69 0.72
16075,7ac22c86eda375a3,0.16 0.10 0.83 0.84
970,4fc7b96a40ca85fc,0.32 0.35 0.75 1.00
15318,9cbbf03aeb0e4151,0.22 0.30 0.64 1.00
23850,2bd00dd9a0b4645c,0.11 0.00 0.99 1.00
17532,764fa5b36678085e,0.05 0.35 1.00 0.87
28512,4eab429026bf5843,0.00 0.00 1.00 1.00
3,2b78232ca489083c,0.09 0.00 0.88 1.00
8847,5a8802a034fdb8da,0.03 0.12 0.82 0.79
12899,2b3a8f6b370dc56d,0.12 0.00 1.00 1.00
20541,2bbee6d2c8997010,0.26 0.00 0.73 0.44
207,2e76c4999dfb1eb2,0.00 0.52 0.75 0.90
31540,4cf0a93d2ce527d1,0.00 0.14 0.42 1.00
4872,49d5b2ef66efc321,0.04 0.02 1.00 0.93
16564,79752fb9424df0af,0.04 0.14 0.60 0.82
10698,609add4535143000,0.33 0.42 0.69 1.00
18840,7a0548b1529e6c92,0.00 0.00 0.95 1.00
13847,b1aa45a766e71f03,0.06 0.00 1.00 1.00
9096,604aa2efe68b6945,0.13 0.28 0.32 1.00
20215,78c431f1ce44e556,0.06 0.21 0.84 0.80
887,8cfafcaa05629677,0.33 0.14 0.94 0.79
21233,2cfbbb6628f12793,0.01 0.00 0.92 1.00
28298,310ff381c65e18c9,0.07 0.00 1.00 1.00
13663,2b86f36377b63d89,0.00 0.00 1.00 1.00
31720,33189ec4347e61fe,0.00 0.00 0.93 1.00
26373,f32c05cd42f9465c,0.16 0.18 0.54 0.88
13981,62061046530b23d7,0.00 0.01 0.30 1.00
16840,65130526400396a0,0.05 0.00 0.93 1.00
12228,77fe0e434d103142,0.14 0.14 1.00 1.00
30943,9e6b0bf38e16b5bb,0.00 0.32 0.32 0.76
14453,aab21d378d50c34c,0.06 0.00 1.00 0.92
15430,2ae2875839d2447b,0.27 0.31 0.48 0.52
10892,2a698421675615ad,0.00 0.00 0.93 1.00
26316,7bc65ad96a38a5a4,0.00 0.00 0.90 1.00
16589,c203d3cbffd39f08,0.08 0.31 0.78 0.57
22342,2e7e73c463a14ac8,0.00 0.00 0.78 1.00
14526,9fb920e8779f58bc,0.11 0.41 0.81 0.96
8214,748001e3f9744a3c,0.29 0.13 0.55 0.92
32297,2df96216b6149d35,0.00 0.70 1.00 1.00
6888,6116be0cec7821cc,0.06 0.00 0.87 0.87
30796,2eaf0fda1d042719,0.34 0.22 1.00 0.60
4230,2a6ec0b1e56b06b3,0.06 0.08 0.93 1.00
6815,7c0b38c781ead29f,0.13 0.36 0.95 0.88
19140,7c0db6b3f7923b0e,0.51 0.47 0.76 1.00
4447,ae409b749910be04,0.06 0.15 0.74 0.62
22703,2c79d5d9f9490602,0.26 0.05 0.45 0.35
32269,9c8675ffb918fb70,0.25 0.22 0.83 0.74
25038,b060a45ab10626ee,0.15 0.36 0.75 0.81
9964,9fa4d7ad4f65d0da,0.07 0.00 0.77 0.88
20455,9d6d579ba76361a0,0.05 0.16 0.74 0.79
7756,2a99a0f28b167b94,0.35 0.05 0.64 1.00
21998,49a6fbc086f57f2e,0.03 0.04 0.74 0.79
28844,2bbb1e661194fd69,0.00 0.00 0.67 1.00
27099,b701ef9454f36e89,0.29 0.00 0.58 0.92
22340,b6e11282bdbcfd86,0.00 0.00 1.00 1.00
10560,2a55b06df49d28b3,0.19 0.05 0.87 0.87
1881,62683b5bfab26073,0.00 0.27 1.00 1.00
24994,6411ea931caba539,0.35 0.00 0.98 1.00
1859,2f1d3d69d7ebf5f8,0.18 0.08 0.59 0.65
25538,785294af0450badc,0.17 0.06 0.87 0.88
4581,2b7b70e6312f6786,0.00 0.00 0.95 1.00
20569,b3fc05cb48de1d05,0.03 0.05 0.70 0.73
3224,7a9647ed98b349f8,0.30 0.00 0.96 0.80
19082,621976fe25e5507e,0.57 0.00 1.00 0.72
12395,2d1366190e6aee8a,0.00 0.00 1.00 1.00
29154,ad85744fb60e50b3,0.00 0.00 0.93 1.00
3426,3129f5a2f6499435,0.38 0.42 0.89 0.95
13108,73b967f5e0d05892,0.00 0.01 0.91 1.00
17146,2df20943db185ef5,0.19 0.00 0.80 1.00
32288,9cdd325087af21a5,0.22 0.07 0.73 0.99
28926,65a2a959d53b0749,0.05 0.00 0.49 1.00
23572,2e670de243e6fd02,0.12 0.00 0.95 1.00
16504,645459acd2b0c4a3,0.19 0.00 0.98 1.00
5983,2c3c1d09a578beb7,0.00 0.28 0.52 1.00
10148,6248b78a653bc9ad,0.17 0.19 0.72 0.76
8885,2b349516828f1f55,0.24 0.00 0.77 1.00
18428,30d6e95ef0258ad5,0.28 0.16 1.00 0.63
16894,519937bb545da6b9,0.13 0.06 0.85 0.81
1441,77b9c6e4e95cf277,0.00 0.00 1.00 1.00
29256,7b0ca6dc03f39a34,0.26 0.04 0.58 0.29
20151,2d1bc214f3006462,0.17 0.33 0.90 0.78
17303,de76c66308fe2d08,0.30 0.08 0.50 0.94
7891,2bdd48657b467108,0.03 0.00 0.81 1.00
13583,49bf9410a02b620b,0.04 0.11 0.98 0.90
21291,2a0c5e9b4151714e,0.09 0.27 0.37 0.67
20361,2d5a77ebb0bb5f2e,0.25 0.00 1.00 0.72
9249,74de359fde6c5d86,0.00 0.00 0.83 0.82
14199,5bbbdceb2558c681,0.18 0.00 0.52 0.75
9749,7a45f59d20a3db09,0.07 0.07 0.84 0.97
22836,df3eba95c046a760,0.11 0.10 0.79 0.62
8440,2aab948a63c07183,0.28 0.00 1.00 1.00
29352,2c357cca2cc84568,0.11 0.11 0.82 0.81
2732,8a9edfa42dcee496,0.34 0.41 0.77 0.57
12930,2c4ad2617e2a2980,0.00 0.00 0.54 0.99
6585,5873d0bbcbf1d0fb,0.01 0.06 0.91 0.82
10500,2bf7d026f64ae1bb,0.12 0.04 0.83 0.73
27569,4326624d19d88b9c,0.15 0.31 0.52 1.00
14305,2a7fdbe8f22acedf,0.16 0.00 0.52 0.81
29774,7663b59f8bce3116,0.02 0.04 0.77 0.96
6460,72f0019f3be27cb4,0.24 0.00 1.00 1.00
10747,effdd76b4175b0df,0.02 0.25 0.90 0.83
24899,8bf02a93b05b5942,0.00 0.00 1.00 1.00
18133,7a0db06f89ab30f7,0.23 0.38 0.69 0.87
32096,778846b310c19c71,0.26 0.00 1.00 1.00
5746,2a9fd0929eb3540f,0.06 0.00 0.90 1.00
16479,2e308df88d0226cb,0.11 0.03 0.89 0.89
23164,adcec4d2793cc807,0.08 0.11 0.83 0.91
11045,7bf0f29be6b3dfc1,0.00 0.00 0.97 1.00
27835,eb008384749687a7,0.03 0.00 0.64 0.84
22285,315384cc16bcb1ff,0.04 0.05 0.75 0.91
32245,4ac99e4cc65aa051,0.00 0.00 1.00 1.00
23418,641e04169f7e1817,0.28 0.43 0.51 0.48
10859,7acdc23161d49aab,0.00 0.00 0.73 0.79
4809,2c10d5891c8368c8,0.19 0.00 1.00 0.82
13840,7a427343ba2d8c57,0.13 0.31 0.69 1.00
28188,2d0d7a12d244969d,0.31 0.13 0.94 0.87
30373,fda1d55c000f9e8d,0.14 0.00 1.00 1.00
27061,2af45ba8414b471b,0.11 0.06 0.27 0.42
15064,9d05edfa5526bd8d,0.23 0.03 0.83 0.55
3859,3291ec6ef429a3ed,0.00 0.00 1.00 1.00
29437,6f39b712fea9e65a,0.04 0.11 0.96 0.87
28149,731db655927ac668,0.13 0.15 0.50 1.00
19775,624c0cce9be46019,0.08 0.00 0.69 1.00
30153,9cc38b9bfede2814,0.05 0.00 0.98 1.00
26112,9de03145d6cc6c59,0.00 0.00 0.89 1.00
16194,2b73fb94690ebfd4,0.21 0.02 0.37 0.92
15354,b3eb45147f70b2e6,0.00 0.01 0.88 1.00
6459,2ec616f7b2891147,0.15 0.04 1.00 0.90
21250,7c0468a7236fffda,0.00 0.17 0.77 0.80
4191,e2aa87b1ee1c9b3f,0.17 0.00 0.88 1.00
19333,d0448d04709b9d08,0.16 0.00 0.99 1.00
221,afd15e405bbca097,0.03 0.42 0.33 1.00
9320,4e963a2297f5115b,0.00 0.00 1.00 1.00
25839,49acb604175bd0fe,0.00 0.00 0.35 1.00
18850,ead07dec1615ff77,0.03 0.25 1.00 0.93
4492,64d6e773c968ea32,0.16 0.00 1.00 1.00
8047,787f18183174f796,0.07 0.13 0.96 1.00
4546,2ad2dbce583f9f6f,0.00 0.00 1.00 1.00
11202,2c1c470d53ecebea,0.27 0.19 0.54 1.00
21371,2af9ed30d3b1f3ee,0.00 0.00 1.00 1.00
21982,2d6dac08edc0c1c2,0.27 0.15 0.68 1.00
17464,2a80a407cae7cf16,0.07 0.00 1.00 1.00
29944,2dbc08d0047465de,0.00 0.00 1.00 1.00
20191,5b1edf08eeb3ff71,0.02 0.00 0.72 1.00
20434,31b36e7e1094b115,0.00 0.20 0.78 0.71
4768,32b461cc82a18374,0.00 0.00 1.00 1.00
20946,2da8bf6c496f6422,0.08 0.00 1.00 1.00
3052,b7223103874dd12e,0.14 0.04 0.49 0.70
1923,2ca91f3b20cfaeb0,0.10 0.28 1.00 0.80
3430,2d1e5d6f81d4fc22,0.15 0.00 1.00 1.00
12474,732e488714a67e4b,0.27 0.07 0.86 1.00
22193,5b087cbacb8f2c24,0.20 0.83 0.42 1.00
25627,2e5ae2f6ebaa16f8,0.12 0.00 0.81 1.00
6336,2bed62cb7ba36192,0.00 0.00 0.73 1.00
14008,2ceacb5907dcc11b,0.19 0.31 0.81 0.95
31032,2d7d230ac04a5259,0.11 0.27 0.91 0.72
9254,ea3fcb817b39951b,0.12 0.00 0.41 0.98
28639,2a68fea646288d21,0.10 0.00 0.98 1.00
10175,aa3bc2cfa94d2bba,0.12 0.13 1.00 0.56
10181,2aa098a985d145d3,0.30 0.00 0.84 0.85
11179,df7b4e1dd3eff8a2,0.26 0.17 0.64 0.76
3200,2c88433461a7b75f,0.04 0.07 0.94 0.91
18626,332d21ce1483dee3,0.04 0.15 0.82 1.00
22367,6150fbd135e0dbd4,0.07 0.00 0.79 1.00
12947,4988650b247a135c,0.13 0.00 0.56 1.00
2301,2b89fdaa4b57fd96,0.00 0.08 0.92 1.00
26777,f25a5080cbcc539e,0.06 0.00 1.00 1.00
28595,31d522ce78c68438,0.19 0.00 0.64 0.56
14570,2c1726ae481973bd,0.00 0.30 0.89 0.84
31609,74044c7efe8427f2,0.28 0.48 0.62 1.00
31572,2c63e4b3a88abe5c,0.09 0.21 0.29 0.42
16049,9e2f1224d8fff52d,0.37 0.00 0.54 1.00
12429,9d7ee86bdc623273,0.02 0.09 0.96 1.00
10639,2a2799760f096d8a,0.02 0.04 1.00 1.00
3336,4cc8385138085b03,0.02 0.00 0.88 0.80
12094,645ec30ba41ab0ae,0.00 0.00 0.52 0.78
11126,ae4f6a9dd78103e3,0.04 0.40 0.89 0.74
19842,2a4bdeefe02a199b,0.00 0.00 0.97 1.00
4203,5146f6d19499242e,0.00 0.00 0.48 1.00
24658,7bffdd212caf2432,0.17 0.00 0.89 1.00
20506,2c11e895a635543c,0.01 0.09 0.61 1.00
22149,746fac005d70dea6,0.00 0.00 0.55 1.00
2513,4e33dbef69f160ca,0.15 0.06 0.63 1.00
8154,9a89fb39162f7bc5,0.15 0.29 0.73 0.77
10768,4ff6c40f62593ab1,0.34 0.00 1.00 1.00
15123,eb3d89eada2f2d37,0.00 0.00 0.96 1.00
25166,7619ae96a7ef53b6,0.08 0.00 0.91 1.00
2643,b1a8429b78f5d165,0.00 0.00 1.00 1.00
3494,2c26b67e2bc767b8,0.04 0.14 0.85 0.84
28367,f46d556e5fad397e,0.13 0.22 0.77 0.60
26413,aeb839ee07ab5556,0.00 0.00 1.00 1.00
6228,74b46d8f085ab527,0.01 0.00 0.93 1.00
12442,dfe4d411a08bb1ac,0.00 0.16 1.00 1.00
29536,798c2eb1d43ab6c1,0.10 0.25 0.51 0.40
15441,2a9a74f0a3d1a11e,0.24 0.03 0.63 0.85
21113,2aa6e89b4c748e25,0.00 0.00 0.86 1.00
7101,2be96a5830e60666,0.22 0.00 0.77 1.00
4393,4fc04d9c3bc26cc1,0.06 0.07 0.96 0.89
15300,2c4a28c078c1b89a,0.00 0.00 1.00 1.00
13311,76ab21a4de9ee048,0.19 0.00 1.00 1.00
6325,2f1c75b9f4908d39,0.25 0.00 0.70 0.96
27283,2b3e0ef0c3932ae0,0.55 0.00 1.00 0.37
5273,60ce739e0b6b5c3f,0.00 0.00 0.81 0.50
27436,2dbf6e3164f0a6cf,0.30 0.10 0.68 0.91
15723,2d7072a4e0093a5c,0.00 0.00 0.92 1.00
20048,caa4de41e3d4ce6a,0.09 0.18 0.83 0.92
18320,2a391eaf1b392e2d,0.57 0.27 0.89 0.77
14297,6525a9d6ffc0abf8,0.08 0.00 0.68 1.00
27599,2afc1ed8dfe18f91,0.38 0.00 0.91 1.00
18474,79643711fd53bfb9,0.00 0.00 0.96 1.00
21491,4cc10e720a86744e,0.23 0.11 1.00 1.00
3097,49ecbff5d07c9959,0.00 0.07 1.00 1.00
19879,b5f3fbaca36cae52,0.51 0.27 0.83 0.79
29745,7bc722e0a442b61b,0.04 0.00 0.85 1.00
18188,7771589d00b06641,0.00 0.00 0.53 1.00
1089,2e0139639cf377db,0.21 0.00 0.35 1.00
24423,2c1d32cc5551e93a,0.08 0.08 1.00 1.00
4930,2c24ceaf8f635370,0.01 0.00 1.00 1.00
18048,741c6b4f854986c5,0.11 0.16 0.91 1.00
2211,60f93d4be08738d4,0.04 0.15 0.86 0.97
290,3011644113e77659,0.15 0.00 0.55 1.00
2002,31e2a7a09ec128a4,0.28 0.47 0.56 0.86
20849,2b2422335733f20a,0.14 0.27 1.00 0.72
24079,7bbb9a8ac8862537,0.15 0.00 1.00 1.00
26803,b05c71af37f9af1f,0.02 0.29 0.96 1.00
19930,4e34cb148f789434,0.00 0.00 0.49 0.78
19407,2d9ba5dd95496fb5,0.00 0.00 0.79 1.00
27314,737a5d3c3c864cd3,0.15 0.00 0.75 0.79
28604,4959cff0a3e86d18,0.00 0.25 1.00 1.00
20772,61d5a94e7eaf86eb,0.00 0.00 0.88 1.00
19015,2ccb30c5d404317c,0.40 0.00 0.84 0.57
28233,2dc851093219f1cd,0.16 0.01 0.92 1.00
637,2e434892f073c801,0.00 0.11 0.66 0.97
1845,2b947ae7b2478e08,0.27 0.00 0.85 1.00
6980,63b7feb4c4a58114,0.31 0.00 0.65 0.76
26517,b1d559ad38bb2025,0.31 0.13 0.63 1.00
280,f42e95281d77146d,0.19 0.00 0.80 0.41
31118,7610d02beb02c612,0.20 0.00 0.52 1.00
31341,2cd7359b60807315,0.19 0.38 0.77 0.80
21008,2a8a7fb6148e96ef,0.26 0.16 0.92 0.97
423,7a2214d673812407,0.00 0.04 0.71 0.31
15071,2a511e26b0b06ad6,0.04 0.00 0.82 0.83
9355,7a46bc84bd0732d8,0.03 0.37 1.00 0.66
4607,33fb689c3b52dfb1,0.28 0.32 0.57 0.76
14901,657649a981563c99,0.12 0.21 0.86 0.78
26559,de45ea7bed353bac,0.31 0.00 1.00 1.00
23815,64ca2411f7a83949,0.05 0.08 0.76 0.79
31437,b8a193558f7c4611,0.13 0.00 0.89 1.00
28122,2c6cebcf74ca74d6,0.04 0.00 0.84 1.00
6990,32421e3b0b8512e2,0.00 0.00 0.88 1.00
5026,2b466f0d692f05e5,0.20 0.00 0.54 1.00
13935,2a1083b374bbb107,0.00 0.00 0.85 1.00
4791,7a726b2371e603db,0.28 0.17 0.46 0.88
3537,2be349fb854a345c,0.16 0.00 0.84 0.66
12787,f2b5926c456b363a,0.19 0.00 1.00 1.00
489,64fcc09272b878e1,0.00 0.00 1.00 1.00
31240,9ea70830dc7785fa,0.00 0.00 0.61 0.87
14237,2d49fcb4d0b11b7b,0.08 0.77 0.54 1.00
28343,ebe8a1ff7476b7a8,0.12 0.11 0.82 0.90
18243,2f044b6b296dbcdb,0.09 0.27 0.87 0.61
9654,4ca83e2bb05a2e64,0.07 0.00 0.97 1.00
528,73f83363a4e6306a,0.05 0.00 0.67 1.00
22216,2c6fe585ff29df45,0.26 0.14 0.90 0.81
14842,752c88bb02670f3f,0.23 0.00 1.00 1.00
11439,630e65170f25c1cb,0.06 0.00 0.57 0.86
19380,2eff641a5c628a78,0.09 0.29 1.00 0.84
24338,6038da855d777668,0.13 0.00 0.84 0.63
16546,2ab788faa5b51a8d,0.03 0.00 0.39 1.00
30649,7aae4b21f6d5156f,0.48 0.00 1.00 1.00
21342,b2b8f28fcae8797e,0.09 0.18 1.00 1.00
16847,7c98b5dde07eeadb,0.01 0.13 0.69 0.68
8245,adc1fe6f554c0d39,0.00 0.00 1.00 1.00
27694,2ad9e28f6e4ced8c,0.00 0.00 1.00 1.00
10712,7bcb9b3d41962356,0.10 0.00 0.40 1.00
19730,64e7e05ab16bba41,0.14 0.15 0.83 0.88
14205,63288707b1aab9d9,0.11 0.00 1.00 1.00
11548,2eb4214d8770f978,0.00 0.00 0.92 1.00
11717,b2753b19e7eef84a,0.01 0.00 0.92 1.00
10361,6591652c9918c01d,0.01 0.08 0.95 1.00
18189,f1c99cb674986b27,0.15 0.00 0.78 0.59
19363,2d99ebfc87d0e171,0.10 0.00 0.51 1.00
16023,495db6b336060ef5,0.33 0.00 0.73 0.28
7047,2bb777318ca56417,0.17 0.00 0.79 1.00
17512,6408fdbbd52a36be,0.22 0.01 0.88 0.88
29383,f1e0c7544c886266,0.00 0.00 0.78 1.00
18706,2a3d11c157175dea,0.00 0.00 0.92 1.00
32023,2db451205c7c25c8,0.14 0.00 0.67 0.41
30724,2c9da764ad1e6445,0.00 0.00 1.00 0.83
7544,6191e3eb591ffac6,0.06 0.11 0.48 0.89
15963,4e294370716d7f4e,0.06 0.00 1.00 1.00
18244,f42d2ca0b15944b6,0.00 0.00 1.00 1.00
7314,5a77b58226a4bd84,0.02 0.02 0.97 0.98
25249,4b99e171c37162e0,0.19 0.00 1.00 1.00
11269,4e88804d4f21ee5f,0.11 0.27 0.75 0.90
22015,638ecf6dd4ffe86c,0.00 0.00 1.00 1.00
7055,ffc00fc55c455b80,0.24 0.39 0.76 0.55
13404,2cb0bb6bc0ca7212,0.04 0.22 0.90 0.77
5535,61044f7bc2e0d316,0.08 0.00 1.00 1.00
12004,b33de951e28f5210,0.22 0.00 0.55 1.00
6119,b573e848251ab312,0.03 0.09 0.65 0.84
19328,2d801a8cb34759af,0.13 0.00 0.78 1.00
29576,2b2533946d9b099a,0.30 0.20 0.51 0.25
4566,2b677463e171eb0f,0.10 0.00 0.92 1.00
27079,64f7a75993bcba0e,0.27 0.36 0.44 0.77
30945,b6734ca7d71609d0,0.18 0.00 0.59 1.00
29418,76a642138b57c1ec,0.00 0.00 0.65 1.00
18368,4bb28ab031a5a674,0.08 0.40 0.89 0.72
6456,4fa3dae5058fe958,0.00 0.10 0.42 0.84
19722,2aacd32aa93e66af,0.00 0.00 0.82 1.00
20098,2af270e28761e7a9,0.15 0.00 0.65 0.65
5037,2f112863207e5e5e,0.00 0.22 0.81 0.81
19255,72c9f59f64e496c4,0.00 0.00 0.63 0.63
31086,2abc3276a4ca51fc,0.38 0.00 1.00 1.00
14171,2a8047159013dc7b,0.09 0.09 0.57 0.96
26984,75794cbd1d7230fe,0.47 0.00 1.00 1.00
